Estratégia de Vacinação contra HPV - 2015
Coberturas vacinais - HPV Quadrivalente D1 - CSV - Sexo feminino de 9 a 11 anos de idade 
UF;REGIONAL;NOM_MUN;09A-POP;09A-DOS;09A-COB;10A-POP;10A-DOS;10A-COB;11A-POP;11A-DOS;11A-COB;TOT-POP-09-11;TOT-DOS-09-11;TOT-COB-09-11
BA;IRECE;290115 - AMERICA DOURADA;170;166;97,65;176;133;75,57;182;83;45,60;528;382;72,35;
BA;IRECE;290300 - BARRA DO MENDES;136;137;100,74;139;110;79,14;142;86;60,56;417;333;79,86;
BA;IRECE;292205 - MULUNGU DO MORRO;136;195;143,38;140;193;137,86;145;98;67,59;421;486;115,44;
BA;IRECE;292560 - PRESIDENTE DUTRA;118;132;111,86;121;104;85,95;124;62;50,00;363;298;82,09;
BA;IRECE;291535 - ITAGUACU DA BAHIA;142;96;67,61;147;78;53,06;152;69;45,39;441;243;55,10;
BA;IRECE;;3898;3326;85,33;3976;2672;67,20;4054;1788;44,10;11928;7786;65,27;
BA;ILHEUS;293250 - UNA;230;52;22,61;237;38;16,03;245;26;10,61;712;116;16,29;
BA;ILHEUS;291360 - ILHEUS;1639;736;44,91;1696;684;40,33;1762;556;31,56;5097;1976;38,77;
BA;ILHEUS;290225 - ARATACA;116;61;52,59;120;65;54,17;123;55;44,72;359;181;50,42;
BA;ILHEUS;291490 - ITACARE;269;58;21,56;270;53;19,63;272;46;16,91;811;157;19,36;
BA;ILHEUS;292090 - MASCOTE;150;141;94,00;155;110;70,97;161;64;39,75;466;315;67,60;
BA;ILHEUS;293270 - URUCUCA;194;170;87,63;196;112;57,14;198;96;48,48;588;378;64,29;
BA;ILHEUS;290630 - CANAVIEIRAS;316;406;128,48;322;394;122,36;328;241;73,48;966;1041;107,76;
BA;ILHEUS;292805 - SANTA LUZIA;138;16;11,59;139;2;1,44;141;8;5,67;418;26;6,22;
BA;ILHEUS;;3052;1640;53,74;3135;1458;46,51;3230;1092;33,81;9417;4190;44,49;
BA;JEQUIE;291390 - IPIAU;379;54;14,25;394;62;15,74;408;60;14,71;1181;176;14,90;
BA;JEQUIE;291510 - ITAGI;124;148;119,35;131;100;76,34;138;105;76,09;393;353;89,82;
BA;JEQUIE;291800 - JEQUIE;1231;663;53,86;1251;667;53,32;1270;570;44,88;3752;1900;50,64;
BA;JEQUIE;290060 - AIQUARA;41;13;31,71;40;8;20,00;38;6;15,79;119;27;22,69;
BA;JEQUIE;290430 - BREJOES;128;178;139,06;133;129;96,99;138;65;47,10;399;372;93,23;
BA;JEQUIE;291420 - IRAJUBA;74;52;70,27;74;41;55,41;73;11;15,07;221;104;47,06;
BA;JEQUIE;291430 - IRAMAIA;108;140;129,63;115;124;107,83;123;66;53,66;346;330;95,38;
BA;JEQUIE;291520 - ITAGIBA;128;27;21,09;129;30;23,26;129;25;19,38;386;82;21,24;
BA;JEQUIE;291570 - ITAMARI;81;29;35,80;82;36;43,90;82;27;32,93;245;92;37,55;
BA;JEQUIE;291690 - ITIRUCU;111;44;39,64;113;29;25,66;114;22;19,30;338;95;28,11;
BA;JEQUIE;291830 - JITAUNA;123;37;30,08;121;24;19,83;119;30;25,21;363;91;25,07;
BA;JEQUIE;292050 - MARACAS;226;186;82,30;237;171;72,15;249;93;37,35;712;450;63,20;
BA;JEQUIE;290195 - APUAREMA;71;28;39,44;70;30;42,86;69;22;31,88;210;80;38,10;
BA;JEQUIE;290370 - BOA NOVA;146;115;78,77;150;85;56,67;153;65;42,48;449;265;59,02;
BA;JEQUIE;291670 - ITAQUARA;65;30;46,15;70;35;50,00;76;25;32,89;211;90;42,65;
BA;JEQUIE;291290 - IBIRATAIA;152;132;86,84;155;94;60,65;157;86;54,78;464;312;67,24;
BA;JEQUIE;291760 - JAGUAQUARA;515;385;74,76;526;314;59,70;537;202;37,62;1578;901;57,10;
BA;JEQUIE;292490 - PLANALTINO;74;58;78,38;77;53;68,83;80;30;37,50;231;141;61,04;
BA;JEQUIE;292790 - SANTA INES;86;34;39,53;92;34;36,96;98;26;26,53;276;94;34,06;
BA;JEQUIE;290950 - CRAVOLANDIA;49;40;81,63;51;37;72,55;53;14;26,42;153;91;59,48;
BA;JEQUIE;291000 - DARIO MEIRA;116;109;93,97;122;78;63,93;129;45;34,88;367;232;63,22;
BA;JEQUIE;290310 - BARRA DO ROCHA;48;76;158,33;49;38;77,55;50;28;56,00;147;142;96,60;
BA;JEQUIE;292040 - MANOEL VITORINO;135;159;117,78;141;124;87,94;147;103;70,07;423;386;91,25;
BA;JEQUIE;291870 - LAFAIETE COUTINHO;27;18;66,67;28;19;67,86;29;11;37,93;84;48;57,14;
BA;JEQUIE;291905 - LAJEDO DO TABOCAL;81;37;45,68;82;44;53,66;82;21;25,61;245;102;41,63;
BA;JEQUIE;;4319;2792;64,64;4433;2406;54,27;4541;1758;38,71;13293;6956;52,33;
BA;SEABRA;292430 - PIATA;158;118;74,68;160;116;72,50;161;86;53,42;479;320;66,81;
BA;SEABRA;290010 - ABAIRA;57;55;96,49;58;49;84,48;58;27;46,55;173;131;75,72;
BA;SEABRA;292190 - MUCUGE;96;53;55,21;95;42;44,21;94;31;32,98;285;126;44,21;
BA;SEABRA;292990 - SEABRA;428;490;114,49;435;427;98,16;442;333;75,34;1305;1250;95,79;
BA;SEABRA;290400 - BONINAL;131;82;62,60;136;67;49,26;140;52;37,14;407;201;49,39;
BA;SEABRA;291930 - LENCOIS;110;57;51,82;114;40;35,09;119;27;22,69;343;124;36,15;
BA;SEABRA;291300 - IBITIARA;131;99;75,57;137;71;51,82;143;58;40,56;411;228;55,47;
BA;SEABRA;291440 - IRAQUARA;249;100;40,16;256;66;25,78;264;57;21,59;769;223;29,00;
BA;SEABRA;292350 - PALMEIRAS;86;109;126,74;87;93;106,90;88;64;72,73;261;266;101,92;
BA;SEABRA;293080 - SOUTO SOARES;183;228;124,59;190;147;77,37;198;90;45,45;571;465;81,44;
BA;SEABRA;292303 - NOVO HORIZONTE;87;0;0;88;0;0;88;0;0;263;0;0;
BA;SEABRA;;1716;1391;81,06;1756;1118;63,67;1795;825;45,96;5267;3334;63,30;
BA;BOQUIRA;290410 - BOQUIRA;212;92;43,40;223;85;38,12;234;64;27,35;669;241;36,02;
BA;BOQUIRA;290420 - BOTUPORA;99;62;62,63;105;48;45,71;110;38;34,55;314;148;47,13;
BA;BOQUIRA;290755 - CATURAMA;65;36;55,38;66;25;37,88;67;28;41,79;198;89;44,95;
BA;BOQUIRA;291980 - MACAUBAS;432;235;54,40;437;211;48,28;439;108;24,60;1308;554;42,35;
BA;BOQUIRA;292360 - PARAMIRIM;154;119;77,27;157;80;50,96;161;89;55,28;472;288;61,02;
BA;BOQUIRA;291250 - IBIPITANGA;128;57;44,53;129;48;37,21;129;34;26,36;386;139;36,01;
BA;BOQUIRA;292690 - RIO DO PIRES;93;75;80,65;97;76;78,35;102;64;62,75;292;215;73,63;
BA;BOQUIRA;290050 - ERICO CARDOSO;93;81;87,10;94;77;81,91;94;58;61,70;281;216;76,87;
BA;BOQUIRA;;1276;757;59,33;1308;650;49,69;1336;483;36,15;3920;1890;48,21;
BA;BRUMADO;291720 - ITUACU;163;136;83,44;169;115;68,05;174;91;52,30;506;342;67,59;
BA;BRUMADO;290200 - ARACATU;107;92;85,98;107;83;77,57;105;62;59,05;319;237;74,29;
BA;BRUMADO;290460 - BRUMADO;526;383;72,81;541;346;63,96;557;274;49,19;1624;1003;61,76;
BA;BRUMADO;291165 - GUAJERU;74;57;77,03;79;53;67,09;85;29;34,12;238;139;58,40;
BA;BRUMADO;293100 - TANHACU;164;154;93,90;169;125;73,96;175;86;49,14;508;365;71,85;
BA;BRUMADO;291220 - IBICOARA;177;120;67,80;179;95;53,07;182;88;48,35;538;303;56,32;
BA;BRUMADO;291860 - JUSSIAPE;48;55;114,58;50;28;56,00;53;18;33,96;151;101;66,89;
BA;BRUMADO;291010 - DOM BASILIO;89;100;112,36;88;76;86,36;86;42;48,84;263;218;82,89;
BA;BRUMADO;292670 - RIO DE CONTAS;92;63;68,48;100;53;53,00;108;29;26,85;300;145;48,33;
BA;BRUMADO;290280 - BARRA DA ESTIVA;202;130;64,36;211;137;64,93;220;143;65,00;633;410;64,77;
BA;BRUMADO;292030 - MALHADA DE PEDRAS;73;81;110,96;76;59;77,63;79;32;40,51;228;172;75,44;
BA;BRUMADO;290880 - CONTENDAS DO SINCORA;38;26;68,42;39;33;84,62;39;11;28,21;116;70;60,34;
BA;BRUMADO;291950 - LIVRAMENTO DE NOSSA SENHORA;362;316;87,29;372;270;72,58;380;151;39,74;1114;737;66,16;
BA;BRUMADO;;2115;1713;80,99;2180;1473;67,57;2243;1056;47,08;6538;4242;64,88;
BA;CAETITE;290500 - CACULE;187;1;0,53;189;5;2,65;189;1;0,53;565;7;1,24;
BA;CAETITE;290520 - CAETITE;392;391;99,74;405;361;89,14;420;274;65,24;1217;1026;84,31;
BA;CAETITE;291340 - IGAPORA;124;105;84,68;124;78;62,90;124;71;57,26;372;254;68,28;
BA;CAETITE;291740 - JACARACI;106;106;100,00;113;91;80,53;120;43;35,83;339;240;70,80;
BA;CAETITE;291200 - IBIASSUCE;71;81;114,08;70;60;85,71;70;63;90,00;211;204;96,68;
BA;CAETITE;292180 - MORTUGABA;89;144;161,80;94;118;125,53;100;95;95,00;283;357;126,15;
BA;CAETITE;291875 - LAGOA REAL;130;108;83,08;135;69;51,11;141;56;39,72;406;233;57,39;
BA;CAETITE;293105 - TANQUE NOVO;151;2;1,32;152;0;0,00;153;0;0,00;456;2;0,44;
BA;CAETITE;292680 - RIO DO ANTONIO;136;191;140,44;139;160;115,11;142;100;70,42;417;451;108,15;
BA;CAETITE;292640 - RIACHO DE SANTANA;273;315;115,38;277;177;63,90;279;78;27,96;829;570;68,76;
BA;CAETITE;291940 - LICINIO DE ALMEIDA;95;95;100,00;95;75;78,95;94;72;76,60;284;242;85,21;
BA;CAETITE;;1754;1539;87,74;1793;1194;66,59;1832;853;46,56;5379;3586;66,67;
BA;ITABUNA;291620 - ITAPE;92;73;79,35;93;38;40,86;95;33;34,74;280;144;51,43;
BA;ITABUNA;293230 - UBATA;243;143;58,85;248;89;35,89;253;70;27,67;744;302;40,59;
BA;ITABUNA;290560 - CAMACAN;321;133;41,43;328;134;40,85;335;117;34,93;984;384;39,02;
BA;ITABUNA;290800 - COARACI;171;139;81,29;169;138;81,66;167;139;83,23;507;416;82,05;
BA;ITABUNA;291150 - GONGOGI;79;5;6,33;80;5;6,25;82;1;1,22;241;11;4,56;
BA;ITABUNA;291480 - ITABUNA;1613;338;20,95;1652;121;7,32;1694;403;23,79;4959;862;17,38;
BA;ITABUNA;291855 - JUSSARI;59;15;25,42;62;11;17,74;65;7;10,77;186;33;17,74;
BA;ITABUNA;290090 - ALMADINA;54;44;81,48;57;40;70,18;61;25;40,98;172;109;63,37;
BA;ITABUNA;291210 - IBICARAI;222;57;25,68;224;52;23,21;224;47;20,98;670;156;23,28;
BA;ITABUNA;291550 - ITAJUIPE;180;135;75,00;182;96;52,75;184;67;36,41;546;298;54,58;
BA;ITABUNA;293220 - UBAITABA;191;67;35,08;191;49;25,65;189;46;24,34;571;162;28,37;
BA;ITABUNA;290470 - BUERAREMA;170;114;67,06;177;156;88,14;184;77;41,85;531;347;65,35;
BA;ITABUNA;291660 - ITAPITANGA;91;57;62,64;92;72;78,26;91;37;40,66;274;166;60,58;
BA;ITABUNA;292390 - PAU BRASIL;123;95;77,24;122;66;54,10;120;39;32,50;365;200;54,79;
BA;ITABUNA;290330 - BARRO PRETO;48;29;60,42;54;18;33,33;61;7;11,48;163;54;33,13;
BA;ITABUNA;291270 - IBIRAPITANGA;262;357;136,26;269;372;138,29;277;322;116,25;808;1051;130,07;
BA;ITABUNA;290240 - AURELINO LEAL;133;183;137,59;138;204;147,83;142;214;150,70;413;601;145,52;
BA;ITABUNA;291100 - FLORESTA AZUL;96;38;39,58;99;46;46,46;101;44;43,56;296;128;43,24;
BA;ITABUNA;291540 - ITAJU DO COLONIA;74;57;77,03;72;32;44,44;68;21;30,88;214;110;51,40;
BA;ITABUNA;292935 - SAO JOSE DA VITORIA;56;35;62,50;57;39;68,42;58;13;22,41;171;87;50,88;
BA;ITABUNA;292780 - SANTA CRUZ DA VITORIA;57;48;84,21;58;37;63,79;60;35;58,33;175;120;68,57;
BA;ITABUNA;;4335;2162;49,87;4424;1815;41,03;4511;1764;39,10;13270;5741;43,26;
BA;AMARGOSA;291880 - LAJE;212;82;38,68;218;86;39,45;224;60;26,79;654;228;34,86;
BA;AMARGOSA;291685 - ITATIM;134;126;94,03;136;129;94,85;137;58;42,34;407;313;76,90;
BA;AMARGOSA;293210 - UBAIRA;185;129;69,73;187;122;65,24;187;105;56,15;559;356;63,69;
BA;AMARGOSA;292240 - MUTUIPE;193;162;83,94;193;154;79,79;193;69;35,75;579;385;66,49;
BA;AMARGOSA;290100 - AMARGOSA;317;217;68,45;317;225;70,98;313;132;42,17;947;574;60,61;
BA;AMARGOSA;292130 - MILAGRES;105;89;84,76;108;54;50,00;111;71;63,96;324;214;66,05;
BA;AMARGOSA;291820 - JIQUIRICA;126;98;77,78;129;99;76,74;132;46;34,85;387;243;62,79;
BA;AMARGOSA;292280 - NOVA ITARANA;72;79;109,72;78;46;58,97;84;33;39,29;234;158;67,52;
BA;AMARGOSA;291030 - ELISIO MEDRADO;58;48;82,76;59;37;62,71;59;30;50,85;176;115;65,34;
BA;AMARGOSA;292940 - SAO MIGUEL DAS MATAS;97;76;78,35;98;64;65,31;99;56;56,57;294;196;66,67;
BA;AMARGOSA;;1499;1106;73,78;1523;1016;66,71;1539;660;42,88;4561;2782;61,00;
BA;GUANAMBI;291733 - IUIU;105;117;111,43;107;88;82,24;109;57;52,29;321;262;81,62;
BA;GUANAMBI;292105 - MATINA;107;151;141,12;110;96;87,27;114;35;30,70;331;282;85,20;
BA;GUANAMBI;292450 - PINDAI;122;112;91,80;123;82;66,67;122;87;71,31;367;281;76,57;
BA;GUANAMBI;293260 - URANDI;142;121;85,21;147;122;82,99;151;49;32,45;440;292;66,36;
BA;GUANAMBI;290660 - CANDIBA;102;110;107,84;102;94;92,16;102;74;72,55;306;278;90,85;
BA;GUANAMBI;292020 - MALHADA;179;203;113,41;186;155;83,33;193;107;55,44;558;465;83,33;
BA;GUANAMBI;291170 - GUANAMBI;615;392;63,74;634;288;45,43;655;229;34,96;1904;909;47,74;
BA;GUANAMBI;290710 - CARINHANHA;318;427;134,28;325;259;79,69;332;198;59,64;975;884;90,67;
BA;GUANAMBI;292340 - PALMAS DE MONTE ALTO;184;45;24,46;191;15;7,85;199;9;4,52;574;69;12,02;
BA;GUANAMBI;293000 - SEBASTIAO LARANJEIRAS;91;75;82,42;96;69;71,88;102;40;39,22;289;184;63,67;
BA;GUANAMBI;;1965;1753;89,21;2021;1268;62,74;2079;885;42,57;6065;3906;64,40;
BA;JACOBINA;290510 - CAEM;102;81;79,41;107;56;52,34;113;51;45,13;322;188;58,39;
BA;JACOBINA;292010 - MAIRI;180;93;51,67;188;96;51,06;196;64;32,65;564;253;44,86;
BA;JACOBINA;292980 - SAUDE;100;113;113,00;97;97;100,00;94;62;65,96;291;272;93,47;
BA;JACOBINA;291750 - JACOBINA;706;310;43,91;727;263;36,18;750;158;21,07;2183;731;33,49;
BA;JACOBINA;292480 - PIRITIBA;218;130;59,63;223;104;46,64;227;78;34,36;668;312;46,71;
BA;JACOBINA;292140 - MIRANGABA;167;48;28,74;173;61;35,26;180;35;19,44;520;144;27,69;
BA;JACOBINA;293245 - UMBURANAS;177;77;43,50;185;78;42,16;194;39;20,10;556;194;34,89;
BA;JACOBINA;292335 - OUROLANDIA;171;122;71,35;176;143;81,25;181;135;74,59;528;400;75,76;
BA;JACOBINA;292593 - QUIXABEIRA;88;15;17,05;91;11;12,09;94;15;15,96;273;41;15,02;
BA;JACOBINA;293130 - TAPIRAMUTA;166;104;62,65;173;80;46,24;182;40;21,98;521;224;42,99;
BA;JACOBINA;293060 - SERROLANDIA;105;130;123,81;108;100;92,59;110;69;62,73;323;299;92,57;
BA;JACOBINA;293315 - VARZEA NOVA;120;108;90,00;126;72;57,14;133;35;26,32;379;215;56,73;
BA;JACOBINA;290687 - CAPIM GROSSO;241;41;17,01;245;34;13,88;249;43;17,27;735;118;16,05;
BA;JACOBINA;292120 - MIGUEL CALMON;225;118;52,44;235;98;41,70;247;65;26,32;707;281;39,75;
BA;JACOBINA;293305 - VARZEA DA ROCA;128;40;31,25;135;44;32,59;142;16;11,27;405;100;24,69;
BA;JACOBINA;293310 - VARZEA DO POCO;67;131;195,52;70;112;160,00;72;50;69,44;209;293;140,19;
BA;JACOBINA;292170 - MORRO DO CHAPEU;361;345;95,57;378;288;76,19;398;148;37,19;1137;781;68,69;
BA;JACOBINA;290550 - CALDEIRAO GRANDE;127;128;100,79;122;106;86,89;116;68;58,62;365;302;82,74;
BA;JACOBINA;292937 - SAO JOSE DO JACUIPE;100;95;95,00;101;74;73,27;102;65;63,73;303;234;77,23;
BA;JACOBINA;;3549;2229;62,81;3660;1917;52,38;3780;1236;32,70;10989;5382;48,98;
BA;JUAZEIRO;293200 - UAUA;210;138;65,71;220;92;41,82;231;60;25,97;661;290;43,87;
BA;JUAZEIRO;290990 - CURACA;327;390;119,27;331;244;73,72;336;160;47,62;994;794;79,88;
BA;JUAZEIRO;292600 - REMANSO;379;207;54,62;386;198;51,30;392;176;44,90;1157;581;50,22;
BA;JUAZEIRO;291840 - JUAZEIRO;1913;1363;71,25;1934;1298;67,11;1954;811;41,50;5801;3472;59,85;
BA;JUAZEIRO;293020 - SENTO SE;413;322;77,97;417;262;62,83;422;177;41,94;1252;761;60,78;
BA;JUAZEIRO;290720 - CASA NOVA;663;452;68,17;670;670;100,00;676;89;13,17;2009;1211;60,28;
BA;JUAZEIRO;293077 - SOBRADINHO;225;172;76,44;230;142;61,74;236;151;63,98;691;465;67,29;
BA;JUAZEIRO;292440 - PILAO ARCADO;369;149;40,38;375;127;33,87;381;169;44,36;1125;445;39,56;
BA;JUAZEIRO;290590 - CAMPO ALEGRE DE LOURDES;290;394;135,86;302;346;114,57;315;327;103,81;907;1067;117,64;
BA;JUAZEIRO;;4789;3587;74,90;4865;3379;69,46;4943;2120;42,89;14597;9086;62,25;
BA;SALVADOR;290860 - CONDE;296;10;3,38;306;12;3,92;316;10;3,16;918;32;3,49;
BA;SALVADOR;292520 - POJUCA;294;251;85,37;304;234;76,97;315;142;45,08;913;627;68,67;
BA;SALVADOR;292975 - SAUBARA;95;27;28,42;98;32;32,65;101;28;27,72;294;87;29,59;
BA;SALVADOR;290570 - CAMACARI;2139;1784;83,40;2207;1855;84,05;2289;1053;46,00;6635;4692;70,72;
BA;SALVADOR;290650 - CANDEIAS;700;419;59,86;735;478;65,03;777;288;37,07;2212;1185;53,57;
BA;SALVADOR;292740 - SALVADOR;19020;16866;88,68;19746;15386;77,92;20588;11731;56,98;59354;43983;74,10;
BA;SALVADOR;291610 - ITAPARICA;193;170;88,08;200;107;53,50;209;113;54,07;602;390;64,78;
BA;SALVADOR;293320 - VERA CRUZ;369;324;87,80;381;296;77,69;395;148;37,47;1145;768;67,07;
BA;SALVADOR;292860 - SANTO AMARO;488;65;13,32;517;34;6,58;551;28;5,08;1556;127;8,16;
BA;SALVADOR;291005 - DIAS D¿AVILA;642;278;43,30;646;244;37,77;651;86;13,21;1939;608;31,36;
BA;SALVADOR;293070 - SIMOES FILHO;1094;347;31,72;1140;321;28,16;1194;403;33,75;3428;1071;31,24;
BA;SALVADOR;291992 - MADRE DE DEUS;157;41;26,11;165;36;21,82;174;40;22,99;496;117;23,59;
BA;SALVADOR;291920 - LAURO DE FREITAS;1399;482;34,45;1441;369;25,61;1491;219;14,69;4331;1070;24,71;
BA;SALVADOR;292100 - MATA DE SAO JOAO;382;296;77,49;384;273;71,09;386;214;55,44;1152;783;67,97;
BA;SALVADOR;292920 - SAO FRANCISCO DO CONDE;309;227;73,46;326;261;80,06;345;138;40,00;980;626;63,88;
BA;SALVADOR;292950 - SAO SEBASTIAO DO PASSE;348;207;59,48;361;102;28,25;376;82;21,81;1085;391;36,04;
BA;SALVADOR;;27925;21794;78,04;28957;20040;69,21;30158;14723;48,82;87040;56557;64,98;
BA;SERRINHA;290210 - ARACI;618;368;59,55;638;322;50,47;657;320;48,71;1913;1010;52,80;
BA;SERRINHA;293190 - TUCANO;522;326;62,45;534;348;65,17;545;244;44,77;1601;918;57,34;
BA;SERRINHA;290682 - CANUDOS;163;127;77,91;167;99;59,28;172;57;33,14;502;283;56,37;
BA;SERRINHA;291910 - LAMARAO;92;65;70,65;96;69;71,88;99;69;69,70;287;203;70,73;
BA;SERRINHA;293300 - VALENTE;200;186;93,00;206;139;67,48;213;96;45,07;619;421;68,01;
BA;SERRINHA;290327 - BARROCAS;130;101;77,69;128;91;71,09;125;93;74,40;383;285;74,41;
BA;SERRINHA;292800 - SANTALUZ;337;123;36,50;341;88;25,81;343;54;15,74;1021;265;25,95;
BA;SERRINHA;293050 - SERRINHA;703;403;57,33;723;327;45,23;744;316;42,47;2170;1046;48,20;
BA;SERRINHA;290040 - AGUA FRIA;153;138;90,20;162;110;67,90;172;125;72,67;487;373;76,59;
BA;SERRINHA;290360 - BIRITINGA;144;108;75,00;149;127;85,23;153;79;51,63;446;314;70,40;
BA;SERRINHA;290680 - CANSANCAO;357;324;90,76;363;297;81,82;368;260;70,65;1088;881;80,97;
BA;SERRINHA;292580 - QUEIMADAS;239;312;130,54;241;222;92,12;241;208;86,31;721;742;102,91;
BA;SERRINHA;292590 - QUIJINGUE;291;299;102,75;297;269;90,57;302;167;55,30;890;735;82,58;
BA;SERRINHA;292265 - NORDESTINA;131;213;162,60;133;112;84,21;133;131;98,50;397;456;114,86;
BA;SERRINHA;292150 - MONTE SANTO;535;477;89,16;551;341;61,89;568;215;37,85;1654;1033;62,45;
BA;SERRINHA;293150 - TEOFILANDIA;229;257;112,23;231;172;74,46;233;236;101,29;693;665;95,96;
BA;SERRINHA;292610 - RETIROLANDIA;105;169;160,95;109;161;147,71;116;142;122,41;330;472;143,03;
BA;SERRINHA;292895 - SAO DOMINGOS;76;92;121,05;78;88;112,82;81;34;41,98;235;214;91,06;
BA;SERRINHA;291070 - EUCLIDES DA CUNHA;527;503;95,45;551;447;81,13;578;313;54,15;1656;1263;76,27;
BA;SERRINHA;290840 - CONCEICAO DO COITE;582;394;67,70;596;260;43,62;610;228;37,38;1788;882;49,33;
BA;SERRINHA;;6134;4985;81,27;6294;4089;64,97;6453;3387;52,49;18881;12461;66,00;
BA;BARREIRAS;290140 - ANGICAL;129;173;134,11;133;164;123,31;137;87;63,50;399;424;106,27;
BA;BARREIRAS;290940 - COTEGIPE;135;69;51,11;136;43;31,62;135;40;29,63;406;152;37,44;
BA;BARREIRAS;292045 - MANSIDAO;133;113;84,96;136;117;86,03;137;64;46,72;406;294;72,41;
BA;BARREIRAS;290320 - BARREIRAS;1275;814;63,84;1307;606;46,37;1343;432;32,17;3925;1852;47,18;
BA;BARREIRAS;293345 - WANDERLEY;117;147;125,64;124;128;103,23;131;60;45,80;372;335;90,05;
BA;BARREIRAS;290740 - CATOLANDIA;31;41;132,26;30;38;126,67;29;29;100,00;90;108;120,00;
BA;BARREIRAS;290250 - BAIANOPOLIS;126;133;105,56;129;156;120,93;132;32;24,24;387;321;82,95;
BA;BARREIRAS;290440 - BREJOLANDIA;91;98;107,69;93;77;82,80;94;40;42,55;278;215;77,34;
BA;BARREIRAS;290970 - CRISTOPOLIS;125;84;67,20;131;85;64,89;136;26;19,12;392;195;49,74;
BA;BARREIRAS;292890 - SAO DESIDERIO;294;257;87,41;307;161;52,44;323;123;38,08;924;541;58,55;
BA;BARREIRAS;292620 - RIACHAO DAS NEVES;205;168;81,95;216;184;85,19;228;165;72,37;649;517;79,66;
BA;BARREIRAS;291110 - FORMOSA DO RIO PRETO;248;229;92,34;255;189;74,12;262;116;44,27;765;534;69,80;
BA;BARREIRAS;292840 - SANTA RITA DE CASSIA;247;198;80,16;258;170;65,89;270;101;37,41;775;469;60,52;
BA;BARREIRAS;291955 - LUIS EDUARDO MAGALHAES;631;651;103,17;638;524;82,13;650;288;44,31;1919;1463;76,24;
BA;BARREIRAS;293090 - TABOCAS DO BREJO VELHO;97;104;107,22;100;63;63,00;102;31;30,39;299;198;66,22;
BA;BARREIRAS;;3884;3279;84,42;3993;2705;67,74;4109;1634;39,77;11986;7618;63,56;
BA;EUNAPOLIS;291465 - ITABELA;308;160;51,95;315;148;46,98;322;31;9,63;945;339;35,87;
BA;EUNAPOLIS;291630 - ITAPEBI;115;137;119,13;119;135;113,45;123;105;85,37;357;377;105,60;
BA;EUNAPOLIS;290340 - BELMONTE;230;108;46,96;231;81;35,06;231;41;17,75;692;230;33,24;
BA;EUNAPOLIS;291072 - EUNAPOLIS;969;546;56,35;1003;465;46,36;1042;385;36,95;3014;1396;46,32;
BA;EUNAPOLIS;291180 - GUARATINGA;205;3;1,46;211;0;0,00;218;4;1,83;634;7;1,10;
BA;EUNAPOLIS;291530 - ITAGIMIRIM;71;0;0,00;71;10;14,08;71;42;59,15;213;52;24,41;
BA;EUNAPOLIS;292530 - PORTO SEGURO;1385;903;65,20;1405;735;52,31;1429;595;41,64;4219;2233;52,93;
BA;EUNAPOLIS;292770 - SANTA CRUZ CABRALIA;288;164;56,94;291;215;73,88;296;33;11,15;875;412;47,09;
BA;EUNAPOLIS;;3571;2021;56,59;3646;1789;49,07;3732;1236;33,12;10949;5046;46,09;
